,GEN_VALIDITY,NORMAL_EST,REAL_BOT_EVA,D_Loss_Real,D_Loss_Fake,G_Loss,Time
59,0.5004,0.0,0.0,0.72528845,0.6949001,0.693025,
60,0.5007,0.0,0.0,0.76699203,0.6949195,0.692916,
61,0.5006,0.0,0.0,0.7321597,0.69485116,0.69200766,
62,0.5004,0.0,0.0,0.7250189,0.6953556,0.69390434,
63,0.5005,0.0,0.0,0.7423278,0.6947949,0.6922248,
64,0.5005,0.0,0.0,0.7233922,0.6950444,0.69280547,
65,0.5005,0.0,0.0,0.7577349,0.69472635,0.6918241,
66,0.5007,0.0,0.0,0.7387204,0.6948218,0.6929142,
67,0.5009,0.0,0.0,0.7168318,0.69469386,0.6911785,
68,0.5005,0.0,0.0,0.730144,0.69471025,0.6932962,
69,0.5004,0.0,0.0,0.7444807,0.69465077,0.6942438,
70,0.5003,0.0,0.0,0.73975927,0.69467217,0.692802,
71,0.5002,0.0,0.0,0.74402463,0.69468606,0.6946509,
72,0.5001,0.0,0.0,0.7290232,0.69465226,0.6935076,
73,0.5002,0.0,0.0,0.733529,0.694668,0.6951082,
74,0.5001,0.0,0.0,0.72184646,0.69460315,0.6929068,
75,0.5001,0.0,0.0,0.73173606,0.6947368,0.694453,
76,0.5003,0.0,0.0,0.7421069,0.6945706,0.6934431,
77,0.5004,0.0,0.0,0.7280468,0.69471556,0.69273823,
78,0.5001,0.0,0.0,0.73895013,0.69491225,0.69357497,
79,0.5007,0.0,0.0,0.7345783,0.6946058,0.6926656,
80,0.5003,0.0,0.0,0.71380526,0.69510657,0.6937499,
81,0.5002,0.0,0.0,0.7182423,0.6946649,0.6927428,
82,0.5006,0.0,0.0,0.7343157,0.69465274,0.69277626,
83,0.5006,0.0,0.0,0.73144716,0.6945394,0.6930172,
84,0.5005,0.0,0.0,0.71685684,0.6945872,0.69312316,
85,0.5,0.0,0.0,0.7096692,0.6950679,0.69354445,
86,0.5005,0.0,0.0,0.74011743,0.69454914,0.6925607,
87,0.5004,0.0,0.0,0.7642771,0.69456995,0.6945799,
88,0.5004,0.0,0.0,0.747076,0.69456995,0.6926379,
89,0.5004,0.0,0.0,0.7101917,0.6944813,0.6932367,
90,0.5006,0.0,0.0,0.7339458,0.69445467,0.6930133,
91,0.5005,0.0,0.0,0.7537074,0.6943958,0.6924446,
92,0.5006,0.0,0.0,0.7301116,0.6943549,0.69263965,
93,0.5004,0.0,0.0,0.74619144,0.6943443,0.6929,
94,0.5003,0.0,0.0,0.7403425,0.6968829,0.69324,
95,0.5001,0.0,0.0,0.72752076,0.6945086,0.69267315,
96,0.5004,0.0,0.0,0.7157467,0.69433564,0.6931581,
97,0.5003,0.0,0.0,0.75396925,0.69435596,0.6931628,
98,0.5003,0.0,0.0,0.76384056,0.69428337,0.69300544,
99,0.5003,0.0,0.0,0.7267884,0.694337,0.69299525,
100,0.5002,0.0,0.0,0.74050933,0.69444376,0.69311,
101,0.5005,0.0,0.0,0.7205483,0.69430256,0.6926788,
102,0.5005,0.0,0.0,0.7165201,0.69427294,0.69303447,
103,0.5003,0.0,0.0,0.726906,0.6943365,0.6929407,
104,0.5004,0.0,0.0,0.721041,0.6943204,0.693749,
105,0.5004,0.0,0.0,0.7105341,0.69428533,0.69292814,
106,0.5005,0.0,0.0,0.7441599,0.6942367,0.6923376,
107,0.5004,0.0,0.0,0.73679435,0.69421417,0.6926064,
108,0.5004,0.0,0.0,0.7186194,0.6942055,0.6927664,
109,0.5004,0.0,0.0,0.71952146,0.6942726,0.6926487,
110,0.5005,0.0,0.0,0.74090767,0.69426143,0.69263834,
111,0.5005,0.0,0.0,0.72805846,0.6941802,0.69257736,
112,0.5002,0.0,0.0,0.7217103,0.69435483,0.6935175,
113,0.5002,0.0,0.0,0.73760176,0.6942559,0.6931912,
114,0.5004,0.0,0.0,0.7369282,0.6941634,0.6934213,
115,0.4997,0.0,0.0,0.7258403,0.69470286,0.69793355,
116,0.5002,0.0,0.0,0.7405051,0.6942216,0.6928019,
117,0.5003,0.0,0.0,0.7399908,0.69420063,0.6929862,
118,0.5,0.0,0.0,0.714601,0.6942658,0.6938533,
119,0.5,0.0,0.0,0.7279396,0.694281,0.693439,
120,0.5002,0.0,0.0,0.71919507,0.69415116,0.69325936,
121,0.4999,0.0,0.0,0.71856385,0.6941188,0.6934825,
122,0.4999,0.0,0.0,0.7221679,0.6940754,0.6935687,
123,0.4996,0.0,0.0,0.7195264,0.69427025,0.69475526,
124,0.4998,0.0,0.0,0.7313226,0.69414663,0.69397706,
125,0.4998,0.0,0.0,0.7387127,0.6947079,0.69568205,
126,0.4999,0.0,0.0,0.72413504,0.6941563,0.69376886,
127,0.5001,0.0,0.0,0.730009,0.69408303,0.69329876,
128,0.5001,0.0,0.0,0.7367077,0.6940588,0.6931923,
129,0.5001,0.0,0.0,0.75216466,0.6940642,0.69339675,
130,0.5003,0.0,0.0,0.74077976,0.6940676,0.6933331,
131,0.5003,0.0,0.0,0.72638655,0.69401383,0.6929388,
132,0.5002,0.0,0.0,0.724003,0.69402,0.69334984,
133,0.5002,0.0,0.0,0.75212806,0.69404876,0.6934822,
134,0.5,0.0,0.0,0.73673856,0.69401467,0.69329137,
135,0.5002,0.0,0.0,0.7212013,0.6945209,0.69321585,
136,0.5002,0.0,0.0,0.7316204,0.6939929,0.693154,
137,0.5,0.0,0.0,0.7313652,0.6939853,0.6933598,
138,0.5001,0.0,0.0,0.77223235,0.6940558,0.69344884,
139,0.5,0.0,0.0,0.71760756,0.6939664,0.6936994,
140,0.5,0.0,0.0,0.7392667,0.6939509,0.6929855,
141,0.5001,0.0,0.0,0.7351669,0.6939522,0.6932209,
142,0.4999,0.0,0.0,0.7325121,0.69393444,0.69339645,
143,0.5,0.0,0.0,0.7248294,0.69394594,0.69341975,
144,0.5001,0.0,0.0,0.7649232,0.69395024,0.6932556,
145,0.5001,0.0,0.0,0.7344645,0.69395393,0.693044,
146,0.5001,0.0,0.0,0.72008073,0.6939282,0.69294935,
147,0.5001,0.0,0.0,0.7401974,0.6940236,0.6932466,
148,0.5001,0.0,0.0,0.73625356,0.69424164,0.6934995,
149,0.5001,0.0,0.0,0.7420741,0.6941123,0.6936484,
